unique_user_id,user_type,error
d615a46ee39d41088222d36e46fb5c03,new_user,"NameError(""name 'standardize_score_column' is not defined"")"
f0a8e36658d6d08f6e96b9ecf389fd52,active_regular,"NameError(""name 'standardize_score_column' is not defined"")"
7318e930c076a8a743b9aaa5de67ac78,new_user,"NameError(""name 'standardize_score_column' is not defined"")"
29f8e372b3b1d42ad2e00a0b976bfc34,active_regular,"NameError(""name 'standardize_score_column' is not defined"")"
d65c32925d7e29eb440266a1eba9a10f,new_user,"NameError(""name 'standardize_score_column' is not defined"")"
49e32d4f13ac76d97d32f1a6e2b37df4,new_user,"NameError(""name 'standardize_score_column' is not defined"")"
822d25972056ef51050804f1e0446f40,high_value_user,"NameError(""name 'standardize_score_column' is not defined"")"
7907a8922cbf4d1a8e69be57757e2812,new_user,"NameError(""name 'standardize_score_column' is not defined"")"
9077449283dc1319d5e51fb3159b28e2,high_value_user,"NameError(""name 'standardize_score_column' is not defined"")"
d7c90f6ab0a9d694c9f37bb8d027a19c,new_user,"NameError(""name 'standardize_score_column' is not defined"")"
ddba0e0afb9e4924ca45fc487b19a17a,new_user,"NameError(""name 'standardize_score_column' is not defined"")"
1501fb94311512e6b98462d159e05a23,active_regular,"NameError(""name 'standardize_score_column' is not defined"")"
72061fff095d8325b311ea24e2f4a2b5,active_regular,"NameError(""name 'standardize_score_column' is not defined"")"
ee86c319ba988c50816cb59a863b1882,active_regular,"NameError(""name 'standardize_score_column' is not defined"")"
a62e9bd0a19a1c311ee28321033c1208,new_user,"NameError(""name 'standardize_score_column' is not defined"")"
1fb5645611bf27d5e69925e1d4f5b6cf,new_user,"NameError(""name 'standardize_score_column' is not defined"")"
9f57a690cec758524945e9e990cc2255,new_user,"NameError(""name 'standardize_score_column' is not defined"")"
0aef107040099c08391f73e81821bbac,new_user,"NameError(""name 'standardize_score_column' is not defined"")"
5bcf87511a3d7b63b8b56fdb9ebe5fd5,new_user,"NameError(""name 'standardize_score_column' is not defined"")"
295fc568d9911ee55c2eef79be1af99c,new_user,"NameError(""name 'standardize_score_column' is not defined"")"
cd11a0920c498edb1da9ecd2d31aa599,high_churn_risk,"NameError(""name 'standardize_score_column' is not defined"")"
7aff47cc04b9729c22565a4a32e90169,high_value_user,"NameError(""name 'standardize_score_column' is not defined"")"
f31ac54af6af7097bddd1053011e7a3a,active_regular,"NameError(""name 'standardize_score_column' is not defined"")"
821e75291b1ad362e614c0ea79fc95a6,active_regular,"NameError(""name 'standardize_score_column' is not defined"")"
8b160faff469868625c7c82cbd310636,high_churn_risk,"NameError(""name 'standardize_score_column' is not defined"")"
03bd7c8563706d3a512250498f0706c0,new_user,"NameError(""name 'standardize_score_column' is not defined"")"
7379b57a7a2b9aa2741a1c564138b99a,active_regular,"NameError(""name 'standardize_score_column' is not defined"")"
ff5f29fbfd0a13f7e7ed9f7b92a32194,new_user,"NameError(""name 'standardize_score_column' is not defined"")"
43da534e5e6c052df9993df486f342b6,new_user,"NameError(""name 'standardize_score_column' is not defined"")"
35dd6fdbd3caca7333ef2c6675547bd1,new_user,"NameError(""name 'standardize_score_column' is not defined"")"
7959ffbef5378bff095bae2150070250,high_value_user,"NameError(""name 'standardize_score_column' is not defined"")"
52498fe500c7493986b4f1d64603a093,new_user,"NameError(""name 'standardize_score_column' is not defined"")"
b4a2566d92e7d3dd3e4b5dd74f970824,new_user,"NameError(""name 'standardize_score_column' is not defined"")"
6814507660c72078cbada9b3660683dd,high_churn_risk,"NameError(""name 'standardize_score_column' is not defined"")"
18e3d276253780b44b5b7bf83f6785ec,high_value_user,"NameError(""name 'standardize_score_column' is not defined"")"
46b52cfe48b6e0ad44df00fa06ee853f,new_user,"NameError(""name 'standardize_score_column' is not defined"")"
c08a1a1b4aae4ec2e11ac593bf7a65df,new_user,"NameError(""name 'standardize_score_column' is not defined"")"
a914b2be4782207abc6758095ec9e8aa,active_regular,"NameError(""name 'standardize_score_column' is not defined"")"
1dfbdc636de09adbcdbc3d34e15084f3,new_user,"NameError(""name 'standardize_score_column' is not defined"")"
cbd08b04b3f301152b7570da5e9c8cc4,high_churn_risk,"NameError(""name 'standardize_score_column' is not defined"")"
719b758d12e3c1f243c66bf47b488be1,active_regular,"NameError(""name 'standardize_score_column' is not defined"")"
9947c0ed8bf41cd508a78da36abc1d41,active_regular,"NameError(""name 'standardize_score_column' is not defined"")"
6a6a7141119ceaeca4dfbae7a580a515,active_regular,"NameError(""name 'standardize_score_column' is not defined"")"
f0fd988c7c2a4cba167138a8adada6ca,active_regular,"NameError(""name 'standardize_score_column' is not defined"")"
1c98969880c8c7c522bc4677dfce9384,active_regular,"NameError(""name 'standardize_score_column' is not defined"")"
64fbafb2935c7a2588d6a26a9d750487,high_value_user,"NameError(""name 'standardize_score_column' is not defined"")"
ab2833d17fa6bccadb045eaf458e7e5e,active_regular,"NameError(""name 'standardize_score_column' is not defined"")"
1b6c7548a2a1f9037c1fd3ddfed95f33,active_regular,"NameError(""name 'standardize_score_column' is not defined"")"
c8ebb17d3f42219f10a9985722d16906,new_user,"NameError(""name 'standardize_score_column' is not defined"")"
8d80fd7cd5745aeb72c314664a1ec3f5,new_user,"NameError(""name 'standardize_score_column' is not defined"")"
f7ac7452ae241a5a36aaf9542c2428d5,high_churn_risk,"NameError(""name 'standardize_score_column' is not defined"")"
18a65d67bb184e736656cc017f09f7b8,active_regular,"NameError(""name 'standardize_score_column' is not defined"")"
dc48b0a1b0e6abb6586f322c189f6b93,high_value_user,"NameError(""name 'standardize_score_column' is not defined"")"
78c5bae602d6d120f6f4ed4acbd46284,active_regular,"NameError(""name 'standardize_score_column' is not defined"")"
e18e5bacd926fa2430662e451bbdfaa9,high_value_user,"NameError(""name 'standardize_score_column' is not defined"")"
13cee990a85633da28745ac856b76704,new_user,"NameError(""name 'standardize_score_column' is not defined"")"
